url,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,awards,places,description,book_index
https://www.goodreads.com/book/show/47401.Chocolat,"Chocolat (Chocolat, #1)",Joanne Harris,4538,119842,3.95,306,1999,True,"['Fiction', 'Romance', 'Magical Realism', 'Cultural > France', 'Fantasy', 'Contemporary', 'Historical > Historical Fiction', 'Food and Drink > Food', 'Womens Fiction > Chick Lit']","['Whitbread Award Nominee for Novel (1999)', 'Creative Freedom Award (2000)', 'Whittaker Gold Award (2001)']","['Lansquenet-sous-Tannes', 'France']","A timeless novel of a straitlaced village's awakening to joy and sensuality - every page offers a description of chocolate to melt in the mouths of chocoholics, francophiles, armchair gourmets, cookbook readers, and lovers of passion everywhere.

Illuminating Peter Mayle's South of France with a touch of Laura Esquivel's magic realism, Chocolat is a timeless novel of a straitlaced village's awakening to joy and sensuality. In tiny Lansquenet, where nothing much has changed in a hundred years, beautiful newcomer Vianne Rocher and her exquisite chocolate shop arrive and instantly begin to play havoc with Lenten vows. Each box of luscious bonbons comes with a free gift: Vianne's uncanny perception of its buyer's private discontents and a clever, caring cure for them. Is she a witch? Soon the parish no longer cares, as it abandons itself to temptation, happiness, and a dramatic face-off between Easter solemnity and the pagan gaiety of a chocolate festival.

Chocolat's every page offers a description of chocolate to melt in the mouths of chocoholics, francophiles, armchair gourmets, cookbook readers, and lovers of passion everywhere. It's a must for anyone who craves an escapist read, and is a bewitching gift for any holiday.",47401
https://www.goodreads.com/book/show/18006496-queen-of-shadows,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,25579,324781,4.53,648,2015,True,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy > Magic', 'New Adult', 'Fairies > Fae', 'Young Adult > Young Adult Fantasy', 'Fiction', 'Fantasy > High Fantasy']",['Goodreads Choice Award for Young Adult Fantasy & Science Fiction (2015) and Nominee for Best of the Best (2018)'],,"Everyone Celaena Sardothien loves has been taken from her. But she’s at last returned to the empire—for vengeance, to rescue her once-glorious kingdom, and to confront the shadows of her past…

She has embraced her identity as Aelin Galathynius, Queen of Terrasen. But before she can reclaim her throne, she must fight.

She will fight for her cousin, a warrior prepared to die for her. She will fight for her friend, a young man trapped in an unspeakable prison. And she will fight for her people, enslaved to a brutal king and awaiting their lost queen’s triumphant return.

The fourth volume in the New York Times bestselling series continues Celaena’s epic journey and builds to a passionate, agonizing crescendo that might just shatter her world.",18006496
https://www.goodreads.com/book/show/764347.Unwind,"Unwind (Unwind, #1)",Neal Shusterman,19519,212908,4.15,337,2007,True,"['Young Adult', 'Science Fiction > Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Young Adult > Teen', 'Thriller', 'Adventure']","['Rhode Island Teen Book Award Nominee (2010)', 'Evergreen Teen Book Award (2010)', 'Sakura Medal for Middle School Book (2009)', 'Florida Teens Read Nominee (2009)', 'Eliot Rosewater Indiana High School Book Award (2010)', 'California Young Readers Medal Nominee for Young Adult (2011)', 'Gouden Lijst Nominee (2013)', 'Green Mountain Book Award (2010)', 'Missouri Gateway Readers Award Nominee (2010)', 'Oklahoma Sequoyah Award for Intermediate (2010)']","['Akron, Ohio', 'Ohio', 'Scottsburg, Indiana', 'Arizona', 'Joplin, Missouri']","Connor, Risa, and Lev are running for their lives.

The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive.",764347
https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun,Johnny Got His Gun,Dalton Trumbo,2454,37187,4.18,309,1939,False,"['Fiction', 'Classics', 'War', 'Historical > Historical Fiction', 'Horror', 'Literature', 'Novels', 'War > World War I', 'Historical']",['National Book Award for Most Original Book (1939)'],,"This was no ordinary war. This was a war to make the world safe for democracy. And if democracy was made safe, then nothing else mattered - not the millions of dead bodies, nor the thousands of ruined lives...

This is no ordinary novel. This is a novel that never takes the easy way out: it is shocking, violent, terrifying, horrible, uncompromising, brutal, remorseless and gruesome... but so is war.

Winner of the National Book Award.",51606
https://www.goodreads.com/book/show/135836.Trainspotting,Trainspotting (Mark Renton #2),Irvine Welsh,3002,167527,4.06,431,1993,True,"['Fiction', 'Contemporary', 'Classics', 'Novels', 'Thriller', 'Mystery', 'Cultural > Scotland', 'Mystery > Crime', 'Drama']",,"['London, England', 'Edinburgh, Scotland', 'Scotland']","The bestselling novel by Irvine Welsh that provided the inspiration for Danny Boyle’s hit film'

Choose us. Choose life. Choose mortgage payments; choose washing machines; choose cars; choose sitting oan a couch watching mind-numbing and spirit-crushing game shows, stuffing fuckin junk food intae yir mooth. Choose rotting away, pishing and shiteing yersel in a home, a total fuckin embarrassment tae the selfish, fucked-up brats ye've produced. Choose life.",135836
https://www.goodreads.com/book/show/2800905-the-summoning,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,6377,172080,4.0,390,2008,True,"['Young Adult', 'Fantasy', 'Fantasy > Paranormal', 'Fantasy > Urban Fantasy', 'Fantasy > Supernatural', 'Romance', 'Fantasy > Magic', 'Paranormal > Ghosts', 'Shapeshifters > Werewolves']",['Sunburst Award Nominee for Young Adult Work (2009)'],"['Buffalo, New York']","Chloe Saunders used to have a relatively normal life.

But now she finds herself in the middle of some really strange situations because:
~She suddenly starts seeing dead people.
~She gets locked up in a group home for unstable teens.
~The group home isn't what it seems.

My name is Chloe Saunders and my life will never be the same again.

All I wanted was to make friends, meet boys, and keep on being ordinary. I don't even know what that means anymore. It all started on the day that I saw my first ghost—and the ghost saw me.

Now there are ghosts everywhere and they won't leave me alone. To top it all off, I somehow got myself locked up in Lyle House, a ""special home"" for troubled teens. Yet the home isn't what it seems. Don't tell anyone, but I think there might be more to my housemates than meets the eye. The question is, whose side are they on? It's up to me to figure out the dangerous secrets behind Lyle House... before its skeletons come back to haunt me.",2800905
https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,7769,151472,4.12,358,2007,True,"['Fantasy > Paranormal', 'Paranormal > Vampires', 'Fantasy > Urban Fantasy', 'Romance', 'Fantasy', 'Romance > Paranormal Romance', 'Adult', 'Fiction', 'Fantasy > Supernatural']","[""Romantic Times Reviewers' Choice Award (RT Award) for Best Urban Fantasy (2007)""]","['Licking Falls, Ohio']","Flirting With The Grave…

Half-vampire Catherine Crawfield is going after the undead with a vengeance, hoping that one of these deadbeats is her father – the one responsible for ruining her mother’s life. Then she’s captured by Bones, a vampire bounty hunter, and is forced into an unlikely partnership.

In exchange for help finding her father, Cat agrees to train with the sexy night stalker until her battle reflexes are as sharp as his fangs. She’s amazed she doesn’t end up as his dinner – are there actually good vampires? Pretty soon Bones will have her convinced that being half-dead doesn’t have to be all bad. But before she can enjoy her status as kick-ass demon hunter, Cat and Bones are pursued by a group of killers. Now Cat will have to choose a side … and Bones is turning out to be as tempting as any man with a heartbeat.",1421990
https://www.goodreads.com/book/show/16248068-the-elite,"The Elite (The Selection, #2)",Kiera Cass,34046,545750,3.99,336,2013,True,"['Young Adult', 'Romance', 'Science Fiction > Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook', 'Young Adult > Teen', 'Womens Fiction > Chick Lit']",['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013)'],,"The Selection began with thirty-five girls. Now with the group narrowed down to the six Elite, the competition to win Prince Maxon's heart is fiercer than ever—and America is still struggling to decide where her heart truly lies. Is it with Maxon, who could make her life a fairy tale? Or with her first love, Aspen?

America is desperate for more time. But the rest of the Elite know exactly what they want—and America's chance to choose is about to slip away.",16248068
https://www.goodreads.com/book/show/12749.Swann_s_Way,Swann's Way,Marcel Proust,4132,54382,4.09,444,1913,False,"['Classics', 'Fiction', 'Cultural > France', 'Literature', 'European Literature > French Literature', 'Novels', 'Literature > 20th Century', 'Philosophy', 'Literary Fiction']","['French-American Foundation Translation Prize for Fiction (2003)', 'Премія «Сковорода» (2001)']","['France', 'Combray', 'Paris']","Marcel Proust's In Search of Lost Time is one of the most entertaining reading experiences in any language and arguably the finest novel of the twentieth century. But since its original prewar translation there has been no completely new version in English. Now, Penguin brings Proust's masterpiece to new audiences throughout the world, beginning with Lydia Davis's internationally acclaimed translation of the first volume, Swann's Way.

Swann's Way is one of the preeminent novels of childhood: a sensitive boy's impressions of his family and neighbors, all brought dazzlingly back to life years later by the taste of a madeleine. It also enfolds the short novel ""Swann in Love,"" an incomparable study of sexual jealousy that becomes a crucial part of the vast, unfolding structure of In Search of Lost Time. The first volume of the work that established Proust as one of the finest voices of the modern age — satirical, skeptical, confiding, and endlessly varied in its response to the human condition — Swann's Way also stands on its own as a perfect rendering of a life in art, of the past re-created through memory.",12749
https://www.goodreads.com/book/show/4799.Cannery_Row,Cannery Row (Cannery Row #1),John Steinbeck,5950,118783,4.05,181,1945,True,"['Classics', 'Fiction', 'Literature', 'Historical > Historical Fiction', 'Literature > American', 'Novels', 'Literary Fiction', 'Classics > Classic Literature', 'Literature > 20th Century']",,"['California', 'Monterey']","Cannery Row is a book without much of a plot. Rather, it is an attempt to capture the feeling and people of a place, the cannery district of Monterey, California, which is populated by a mix of those down on their luck and those who choose for other reasons not to live ""up the hill"" in the more respectable area of town. The flow of the main plot is frequently interrupted by short vignettes that introduce us to various denizens of the Row, most of whom are not directly connected with the central story. These vignettes are often characterized by direct or indirect reference to extreme violence: suicides, corpses, and the cruelty of the natural world.

The ""story"" of Cannery Row follows the adventures of Mack and the boys, a group of unemployed yet resourceful men who inhabit a converted fish-meal shack on the edge of a vacant lot down on the Row.

Sweet Thursday is the sequel to Cannery Row.",4799
https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,1084,66590,4.56,1520,2009,True,"['Fantasy', 'Young Adult', 'Fantasy > Paranormal', 'Fantasy > Urban Fantasy', 'Romance', 'Paranormal > Vampires', 'Fiction', 'Paranormal > Angels', 'Fantasy > Supernatural']",,,"In City of Bones, fifteen-year-old Clary Fray is introduced to the world of the Shadowhunters, a secret cadre of warriors dedicated to driving demons out of our world. And she's introduced with a vengeance, when Clary's mother disappears and Clary herself is almost killed by a grotesque monster sent by the evil and powerful Shadowhunter, Valentine. How could a mere human survive such an attack.
In the second novel, City of Ashes, Clary just wants her life to go back to normal--but that turns out to be impossible. For one thing, her mother is still in the hospital, in a mysterious coma. For another, she and her newfound brother Jace have fallen under a cloud of suspicion now that the Shadowhunter world knows that Valentine is still alive--and that Jace and Clary are his son and daughter. Then Clary's best friend Simon is turned into a vampire and kidnapped by Valentine, who intends to sacrifice him as part of a bloody ritual that will make the Mortal Instruments Valentine's forever.

In book three, City of Glass, Clary has to use all her ingenuity and newfound magical skills to get herself to the Glass City in Idris, the secretive Shadowhunters' home country, where she is forbidden to go--for it is only there that she can find the cure to the enchanted sleeping sickness to which her mother has succumbed. When Valentine attacks the city and destroys the demon towers, Clary and her allies are all that stand between him and the total annihilation of all Shadowhunters. Love is a mortal sin and the past tangles inextricably with the present as Clary and Jace face down their father in the final installment of the Mortal Instruments series.


About the Author
Cassandra Clare made her fiction debut with The Mortal Instruments series, which has been on many bestseller lists.",6485421
https://www.goodreads.com/book/show/17675462-the-raven-boys,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,34226,316585,4.03,409,2012,True,"['Fantasy', 'Young Adult', 'Fantasy > Paranormal', 'Romance', 'Fiction', 'Fantasy > Urban Fantasy', 'Fantasy > Magic', 'Audiobook', 'Young Adult > Young Adult Fantasy']","['Bram Stoker Award Nominee for Best Young Adult Novel (2012)', 'Mythopoeic Fantasy Award Nominee for Adult Literature (2017)', 'Rhode Island Teen Book Award Nominee (2015)', 'Milwaukee County Teen Book Award Nominee (2014)', 'The Inky Awards for Silver Inky (2013)', 'Lincoln Award Nominee (2015)', 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)', 'Carnegie Medal Nominee (2014)', 'The Inky Awards Shortlist for Silver Inky (2013)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2013)']","['Henrietta, Virginia']","“There are only two reasons a non-seer would see a spirit on St. Mark’s Eve,” Neeve said. “Either you’re his true love . . . or you killed him.”

It is freezing in the churchyard, even before the dead arrive.

Every year, Blue Sargent stands next to her clairvoyant mother as the soon-to-be dead walk past. Blue herself never sees them—not until this year, when a boy emerges from the dark and speaks directly to her.

His name is Gansey, and Blue soon discovers that he is a rich student at Aglionby, the local private school. Blue has a policy of staying away from Aglionby boys. Known as Raven Boys, they can only mean trouble.

But Blue is drawn to Gansey, in a way she can’t entirely explain. He has it all—family money, good looks, devoted friends—but he’s looking for much more than that. He is on a quest that has encompassed three other Raven Boys: Adam, the scholarship student who resents all the privilege around him; Ronan, the fierce soul who ranges from anger to despair; and Noah, the taciturn watcher of the four, who notices many things but says very little.

For as long as she can remember, Blue has been warned that she will cause her true love to die. She never thought this would be a problem. But now, as her life becomes caught up in the strange and sinister world of the Raven Boys, she’s not so sure anymore.

From Maggie Stiefvater, the bestselling and acclaimed author of the Shiver trilogy and The Scorpio Races, comes a spellbinding new series where the inevitability of death and the nature of love lead us to a place we’ve never been before.",17675462
https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,22255,342687,3.65,349,2006,False,"['Nonfiction', 'Autobiography > Memoir', 'Biography', 'Travel', 'Education', 'Book Club', 'Biography Memoir', 'Cultural > Pakistan', 'Inspirational']","['Dayton Literary Peace Prize Nominee for Nonfiction (2007)', 'Puddly Award for Nonfiction (2010)', 'Montana Book Award Nominee (2006)', 'Kiriyama Prize for Nonfiction (2007)', 'One Book One San Diego (2008)']",[''],"The astonishing, uplifting story of a real-life Indiana Jones and his humanitarian campaign to use education to combat terrorism in the Taliban’s backyard

Anyone who despairs of the individual’s power to change lives has to read the story of Greg Mortenson, a homeless mountaineer who, following a 1993 climb of Pakistan’s treacherous K2, was inspired by a chance encounter with impoverished mountain villagers and promised to build them a school. Over the next decade he built fifty-five schools—especially for girls—that offer a balanced education in one of the most isolated and dangerous regions on earth. As it chronicles Mortenson’s quest, which has brought him into conflict with both enraged Islamists and uncomprehending Americans, Three Cups of Tea combines adventure with a celebration of the humanitarian spirit.",49436
https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing,Much Ado About Nothing,William Shakespeare,4197,228254,4.05,246,1598,False,"['Classics', 'Plays', 'Fiction', 'Drama', 'Romance', 'Academic > School', 'Plays > Theatre', 'Literature', 'Humor']",,"['Messina, Sicily', 'Sicily']","In Much Ado About Nothing, Shakespeare includes two quite different stories of romantic love. Hero and Claudio fall in love almost at first sight, but an outsider, Don John, strikes out at their happiness. Beatrice and Benedick are kept apart by pride and mutual antagonism until others decide to play Cupid.",12957
https://www.goodreads.com/book/show/51738.Just_Listen,Just Listen,Sarah Dessen,8344,245782,4.04,371,2006,False,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Womens Fiction > Chick Lit', 'Young Adult > Teen', 'Music', 'Young Adult > Young Adult Contemporary']","['Rhode Island Teen Book Award Nominee (2009)', 'Iowa High School Book Award (2009)', 'Lincoln Award Nominee (2011)', 'Missouri Gateway Readers Award (2009)', 'Margaret A. Edwards Award (2017)']","['Lakeview, North Carolina']","Last year, Annabel was ""the girl who has everything"" — at least that's the part she played in the television commercial for Kopf's Department Store.

This year, she's the girl who has nothing: no best friend because mean-but-exciting Sophie dropped her, no peace at home since her older sister became anorexic, and no one to sit with at lunch. Until she meets Owen Armstrong.

Tall, dark, and music-obsessed, Owen is a reformed bad boy with a commitment to truth-telling. With Owen's help, maybe Annabel can face what happened the night she and Sophie stopped being friends.",51738
https://www.goodreads.com/book/show/4268157-perfect-chemistry,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,11048,253646,4.05,368,2008,True,"['Romance', 'Young Adult', 'Contemporary', 'Young Adult > High School', 'Romance > Contemporary Romance', 'Fiction', 'New Adult', 'Realistic Fiction', 'Womens Fiction > Chick Lit']","['RITA Award by Romance Writers of America for Best Young Adult Romance (2010)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2011)"", 'Lincoln Award Nominee (2011)', 'Perfect Chemistry (2012)']","['Chicago, Illinois']","A fresh, urban twist on the classic tale of star-crossed lovers.

When Brittany Ellis walks into chemistry class on the first day of senior year, she has no clue that her carefully created 'perfect' life is about to unravel before her eyes. She's forced to be lab partners with Alex Fuentes, a gang member from the other side of town, and he is about to threaten everything she's worked so hard for: her flawless reputation, her relationship with her boyfriend, and the secret that her home life is anything but perfect.

Alex is a bad boy and he knows it. So when he makes a bet with his friends to lure Brittany into his life, he thinks nothing of it. But soon Alex realizes Brittany is a real person with real problems, and suddenly the bet he made in arrogance turns into something much more.

In a passionate story about looking beneath the surface, Simone Elkeles breaks through the stereotypes and barriers that threaten to keep Brittany and Alex apart.",4268157
https://www.goodreads.com/book/show/13188676-ignite-me,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,18513,176153,4.38,421,2014,True,"['Science Fiction > Dystopia', 'Young Adult', 'Fantasy', 'Romance', 'Science Fiction', 'Fantasy > Paranormal', 'Fiction', 'New Adult', 'Young Adult > Young Adult Fantasy']",['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2014)'],,"With Omega Point destroyed, Juliette doesn’t know if the rebels, her friends, or even Adam are alive. But that won’t keep her from trying to take down The Reestablishment once and for all. Now she must rely on Warner, the handsome commander of Sector 45. The one person she never thought she could trust. The same person who saved her life. He promises to help Juliette master her powers and save their dying world . . . but that’s not all he wants with her.",13188676
https://www.goodreads.com/book/show/51737.The_Truth_About_Forever,The Truth About Forever,Sarah Dessen,8502,218470,4.11,374,2004,False,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Womens Fiction > Chick Lit', 'Realistic Fiction', 'Young Adult > Teen', 'Young Adult > Young Adult Contemporary', 'Young Adult > Young Adult Romance']","[""Romantic Times Reviewers' Choice Award (RT Award) for Urban Fantasy (2004)"", 'South Carolina Book Award for Young Adult Book Award (2007)', 'Lincoln Award Nominee (2006)', 'Missouri Gateway Readers Award Nominee (2007)', 'Margaret A. Edwards Award (2017)']",,"That's what Macy has to look forward to while her boyfriend, Jason, is away at Brain Camp. Days will be spent at a boring job in the library, evenings will be filled with vocabulary drills for the SATs, and spare time will be passed with her mother, the two of them sharing a silent grief at the traumatic loss of Macy's father.

But sometimes, unexpected things can happen—things such as the catering job at Wish, with its fun-loving, chaotic crew. Or her sister's project of renovating the neglected beach house, awakening long-buried memories. Things such as meeting Wes, a boy with a past, a taste for Truth-telling, and an amazing artistic talent, the kind of boy who could turn any girl's world upside down. As Macy ventures out of her shell, she begins to question her sheltered life.",51737
https://www.goodreads.com/book/show/17333223-the-goldfinch,The Goldfinch,Donna Tartt,65218,792487,3.92,771,2013,False,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Art', 'Adult', 'Mystery', 'Novels', 'Adult Fiction']","['Pulitzer Prize for Fiction (2014)', 'Audie Award for Literary Fiction (2014)', 'National Book Critics Circle Award Nominee for Fiction (2013)', 'Australian Book Industry Award (ABIA) Nominee for International Book (2014)', ""Women's Prize for Fiction Nominee (2014)"", 'Andrew Carnegie Medal for Fiction (2014)', 'Goodreads Choice Award Nominee for Fiction (2013)']","['Amsterdam', 'Las Vegas, Nevada', 'New York City, New York', ""New York City's Upper East Side""]","Winner of the Pulitzer Prize for Fiction 2014

Aged thirteen, Theo Decker, son of a devoted mother and a reckless, largely absent father, survives an accident that otherwise tears his life apart. Alone and rudderless in New York, he is taken in by the family of a wealthy friend. He is tormented by an unbearable longing for his mother, and down the years clings to the thing that most reminds him of her: a small, strangely captivating painting that ultimately draws him into the criminal underworld. As he grows up, Theo learns to glide between the drawing rooms of the rich and the dusty antiques store where he works. He is alienated and in love - and his talisman, the painting, places him at the centre of a narrowing, ever more dangerous circle.

The Goldfinch is a haunted odyssey through present-day America and a drama of enthralling power. Combining unforgettably vivid characters and thrilling suspense, it is a beautiful, addictive triumph - a sweeping story of loss and obsession, of survival and self-invention, of the deepest mysteries of love, identity and fate.",17333223
https://www.goodreads.com/book/show/420282.The_Polar_Express,The Polar Express,Chris Van Allsburg,3660,221537,4.31,32,1985,False,"['Childrens > Picture Books', 'Childrens', 'Holiday > Christmas', 'Fiction', 'Fantasy', 'Classics', 'Holiday', 'Adventure', 'Kids']","['Caldecott Medal (1986)', 'Kentucky Bluegrass Award (1987)', ""Buckeye Children's Book Award for K-2 (1991)"", ""Nevada Young Readers' Award for Primary Category/Picture Book Category (1988)"", 'Little Archer Award (1986)', 'Boston Globe-Horn Book Award Nominee for Picture Book - Honor Book (1986)']",,"The Polar Express is a treasured holiday tradition. This lavish gift set includes a CD audio recording read by Liam Neeson, a keepsake ""All Aboard"" ornament, and a note from author Chris Van Allsburg.

Awarded the prestigious Caldecott Medal in 1986, The Polar Express has sold more than 7 million copies, become a classic holiday movie, and been translated into stage productions that take place across the United States during the holiday season.",420282
https://www.goodreads.com/book/show/40611328-ishmael,Ishmael,Daniel Quinn,5607,90681,3.97,338,1992,False,"['Fiction', 'Philosophy', 'Spirituality', 'Classics', 'Environment', 'Fantasy', 'Novels', 'Literature', 'Religion']",,,"An Adventure of the Mind and Spirit

The narrator of this extraordinary tale is a man in search for truth. He answers an ad in a local newspaper from a teacher looking for serious pupils, only to find himself alone in an abandoned office with a full-grown gorilla who is nibbling delicately on a slender branch. ""You are the teacher?"" he asks incredulously. ""I am the teacher,"" the gorilla replies. Ishmael is a creature of immense wisdom and he has a story to tell, one that no other human being has ever heard. It is a story that extends backward and forward over the lifespan of the earth from the birth of time to a future there is still time save. Like all great teachers, Ishmael refuses to make the lesson easy; he demands the final illumination to come from within ourselves. Is it man's destiny to rule the world? Or is it a higher destiny possible for him-- one more wonderful than he has ever imagined?",40611328
https://www.goodreads.com/book/show/556602.Sarah_s_Key,Sarah's Key,Tatiana de Rosnay,29792,446700,4.16,294,2006,False,"['Historical > Historical Fiction', 'Fiction', 'World War II > Holocaust', 'Historical', 'War > World War II', 'Cultural > France', 'War', 'Book Club', 'Adult']",,"['Paris', 'Paris']","Paris, July 1942: Ten-year-old Sarah is brutally arrested with her family in the Vel' d'Hiv' roundup, the most notorious act of French collaboration with the Nazis. but before the police come to take them, Sarah locks her younger brother, Michel, in their favorite hiding place, a cupboard in the family's apartment. She keeps the key, thinking that she will be back within a few hours.

Paris, May 2002: On Vel' d'Hiv's sixtieth anniversary, Julia Jarmond, an American journalist, is asked by her Paris-based American magazine to write an article about this black day in France's past. Julia has lived in Paris for nearly twenty-five years, married a Frenchman, and she is shocked both by her ignorance about the event and the silence that still surrounds it. In the course of her investigation, she stumbles onto a trail of long-hidden family secrets that connects her to Sarah. Julia finds herself compelled to retrace the girl's ordeal, from the terrible days spent shut in at the Vel' d'Hiv' to the camps and beyond. As she probes into Sarah's past, she begins to question her own place in France and to reevaluate her marriage and her life.

Writing about the fate of her country with a pitiless clarity, Tatiana de Rosnay offers us a brilliantly subtle, compelling portrait of France under occupation and reveals the taboos and denial surrounding this painful episode in French history.
(front flap)",556602
https://www.goodreads.com/book/show/197084.Are_You_My_Mother_,Are You My Mother?,P.D. Eastman,2549,226639,4.18,64,1960,False,"['Childrens', 'Childrens > Picture Books', 'Fiction', 'Animals', 'Classics', 'Family', 'Kids', 'Humor', 'Young Adult']",,,"ARE YOU MY MOTHER? tells a very simple story for children who have just started to read. their younger brothers or sisters will also want to follow the baby bird's quest as he asks everyone and everything he meets, ""Are You My Mother?"".

Back in 1957, Theodor Geisel responded to an article in Life magazine that lamented the use of boring reading primers in schools. Using the pseudonym of ""Dr. Seuss"" (Seuss was Geisel's middle name) and only two hundred twenty-three words, Geisel created a replacement for those dull primers: ""The Cat in the Hat."" The instant success of the book prompted Geisel and his wife to found Beginner Books, and Geisel wrote many popular books in this series, including ""Hop on Pop,"" ""Fox in Socks,"" and ""Green Eggs and Ham.""

Other favorite titles in this series are ""Go, Dog, Go!"" and ""Are You My Mother?"" by P. D. Eastman, ""A Fly Went By,"" by Mike McClintock, and ""Put Me in the Zoo,"" by Robert Lopshire. These affordable hardcover books combine large print, easy vocabulary, and large, bright illustrations in stories kids will want to read again and again. Grades 1 - Grades 2.",197084
https://www.goodreads.com/book/show/4009.Nine_Stories,Nine Stories,J.D. Salinger,4706,140466,4.17,198,1953,False,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'Literature > American', 'Literature > 20th Century', 'Literary Fiction', 'The United States Of America', 'Novels']",,['The United States of America'],"Nine Stories (1953) is a collection of short stories by American fiction writer J. D. Salinger published in April 1953. It includes two of his most famous short stories, ""A Perfect Day for Bananafish"" and ""For Esmé – with Love and Squalor"". (Nine Stories is the U.S. title; the book is published in many other countries as For Esmé - with Love and Squalor, and Other Stories.)

The stories are:

""A Perfect Day for Bananafish""
""Uncle Wiggily in Connecticut""
""Just Before the War with the Eskimos""
""The Laughing Man""
""Down at the Dinghy""
""For Esmé – with Love and Squalor""
""Pretty Mouth and Green My Eyes""
""De Daumier-Smith's Blue Period""
""Teddy""",4009
https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,Far From the Madding Crowd,Thomas Hardy,6618,138324,3.94,433,1874,False,"['Classics', 'Fiction', 'Romance', 'Historical > Historical Fiction', 'Literature > 19th Century', 'Literature', 'Historical > Victorian', 'European Literature > British Literature', 'Novels']",,"['United Kingdom', 'Wessex, England', 'Casterbridge, England']","Independent and spirited Bathsheba Everdene has come to Weatherbury to take up her position as a farmer on the largest estate in the area. Her bold presence draws three very different suitors: the gentleman-farmer Boldwood, soldier-seducer Sergeant Troy and the devoted shepherd Gabriel Oak. Each, in contrasting ways, unsettles her decisions and complicates her life, and tragedy ensues, threatening the stability of the whole community. The first of his works set in the fictional county of Wessex, Hardy's novel of swift passion and slow courtship is imbued with his evocative descriptions of rural life and landscapes, and with unflinching honesty about sexual relationships.",31463
https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,Lady Chatterley's Lover,D.H. Lawrence,5532,109368,3.5,376,1928,False,"['Classics', 'Fiction', 'Romance', 'Literature', 'Novels', 'Adult Fiction > Erotica', 'Literature > Banned Books', 'European Literature > British Literature', 'Historical > Historical Fiction']",,"['Lincolnshire, England', 'England', 'United Kingdom']","Lawrence's frank portrayal of an extramarital affair and the explicit sexual explorations of its central characters caused this controversial book, now considered a masterpiece, to be banned as pornography until 1960.",32049
https://www.goodreads.com/book/show/5326.A_Christmas_Carol,A Christmas Carol,Charles Dickens,21187,666338,4.06,104,1843,False,"['Classics', 'Fiction', 'Holiday > Christmas', 'Fantasy', 'Literature', 'Audiobook', 'Historical > Historical Fiction', 'Holiday', 'Literature > 19th Century']",['Audie Award for Classic (2005)'],"['London, England']","'If I had my way, every idiot who goes around with Merry Christmas on his lips, would be boiled with his own pudding, and buried with a stake of holly through his heart. Merry Christmas? Bah humbug!'

Introduction and Afterword by Joe Wheeler
To bitter, miserly Ebenezer Scrooge, Christmas is just another day. But all that changes when the ghost of his long-dead business partner appears, warning Scrooge to change his ways before it's too late.

Part of the Focus on the Family Great Stories collection, this abridged edition features an in-depth introduction and discussion questions by Joe Wheeler to provide greater understanding for today's reader. ""A Christmas Carol"" captures the heart of the holidays like no other novel.",5326
